Nom,siren,Descriptif,Profil,Nature (X),Tech (Y),Domaine,Marché Géographique,Client,Distrib.,Biz Model,Date création,Date cessation,APE (ref),Catégorie d'entreprise,Statut juridique,Adresse siège,Département,Nationalité,Soc à Mission,Site web
Agirc-Arrco,775661069,"Institution de retraite complémentaire obligatoire pour les salariés du secteur privé en France, résultant de la fusion de deux régimes distincts.",Service humain,Service,Low Tech,Ecosystème,National,GPS,B2B,Commission,1900/01/01,,84.30B,ETI,Organisme gérant un régime de protection sociale à adhésion obligatoire,16 RUE JULES CESAR 75012 PARIS,75,France,No,https://www.agirc-arrco.fr/
France Silver Eco,519744007,"Anime une filière dédiée à l'adaptation de la société au vieillissement, en favorisant l'innovation et le bien-vieillir à travers des solutions pour le logement, la mobilité, le numérique et le lien social.",Service humain,Service,Low Tech,Ecosystème,National,Entreprises,"B2B, B2G",Abonnement,2009/10/23,,94.99Z,PME,Association loi 1901 ou assimilé,5 RUE DE L' AMIRAL HAMELIN 75016 PARIS,75,France,No,https://filieresilvereconomie.fr/
Baluchon France,810908251,Un intervenant unique prend le relais à domicile 24h/24 pendant plusieurs jours consécutifs pour permettre aux aidants de se reposer tout en assurant la continuité des soins à leur proche.,Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,"B2B2C, B2C",Abonnement,2014/07/21,,94.99Z,,Association loi 1901 ou assimilé,CHEZ FIAPA 5 RUE ROTTEMBOURG 75012 PARIS,75,France,No,https://baluchonfrance.com/
Tango,881721583,Service d'aide à domicile qui met en relation des seniors avec de jeunes compagnons pour une assistance quotidienne et des moments de partage intergénérationnels.,Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Pay to play,2020/02/11,,46.51Z,ETI,Société à responsabilité limitée (SARL),8 RUE DE LONDRES 75009 PARIS,75,France,No,https://tango.fr/
Musinine,980577233,"Une plateforme favorisant les échanges intergénérationnels par l'organisation d'activités sur mesure entre jeunes et seniors, visant à raviver leurs passions, stimuler leur bien-être et créer du lien social.",Service humain,Service,Low Tech,Communication,Local,Bénéficiaires,B2C,Pay to play,2023/10/11,,63.12Z,,Société par actions simplifiée,30 RUE VIVIANI 94290 VILLENEUVE-LE-ROI,94,France,No,https://www.musinine.com/
La Chouette Funéraire,819034851,"Accompagnement individuel pour anticiper la fin de vie avec rédaction d'un guide personnalisé, ateliers de sensibilisation sur la législation et formations pour le personnel d'EHPAD sur l'accompagnement de la fin de vie.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,"B2B, B2B2C, B2C",Autre,2016/03/21,,70.22Z,PME,Entrepreneur individuel,59 ROUTE DU CANAL 71210 ECUISSES,71,France,No,www.lachouettefuneraire.fr
Sweet Home Communication,890017320,Conseil stratégique pour le développement de projets dans la Silver économie.,Service humain,Service,Low Tech,Ecosystème,International (Eu),Entreprises,B2B,Pay to play,2020/10/12,,73.20Z,PME,Société à responsabilité limitée (SARL),19 BOULEVARD LEFEBVRE 75015 PARIS,75,France,No,https://sweet-home.info/
Autonomia,902506328,"Service de coordination pour le maintien à domicile des personnes âgées, élaborant un plan personnalisé en fonction des besoins de l’aidé et de son entourage, facilitant l’accès aux services nécessaires.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Pay to play,2021/08/02,,70.22Z,GE,Société par actions simplifiée,85 BOULEVARD MARIE ET ALEXANDRE OYON 72100 LE MANS,72,France,No,https://autonomia.care/
Resanté-Vous,530828193,"Entreprise Solidaire d’Utilité Sociale dédiée à transformer les perceptions du vieillissement et à promouvoir des pratiques plus humaines et inclusives, vend des projets innovants et des actions de prévention visant à améliorer la qualité de vie et le bien-être des personnes âgées, tout en encourageant le lien social, l'autonomie et les relations intergénérationnelles.",Service humain,Service,Low Tech,Santé,National,Etat et collectivités publiques,"B2B, B2G",Commission,2011/02/18,,88.10A,PME,Société à responsabilité limitée (SARL),18 RUE SOPHIE GERMAIN 86000 POITIERS,86,France,No,https://www.resantevous.fr/
Avisés,932480452,Service d’assistance et de coordination pour aider les personnes âgées à adapter leur domicile en sélectionnant des prestataires de confiance et en les accompagnant dans leurs démarches.,Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Pay to play,2024/08/28,,70.22Z,,Société par actions simplifiée,66 IMPASSE DU BREUIL 78670 VILLENNES-SUR-SEINE,78,France,No,
Yeshome,938845153,"Accompagnement des séniors pour rester en sécurité chez eux grâce à des bilans d'autonomie, à la coordination de services à domicile et à la gestion des aides financières.",Service humain,Service,Low Tech,Autonomie,Local,Proches,"B2B2C, B2C",Autre,2024/12/20,,96.09Z,,Société par actions simplifiée,63 BOULEVARD DE LA MARNE 76000 ROUEN,76,France,No,https://www.yeshome.fr/
Pétrarque,393046313,"Développement de solutions innovantes d’accompagnement pour les personnes fragilisées par l’âge, le handicap ou l’autisme, avec des approches psychosociales alternatives aux prises en charge thérapeutiques.",Service humain,Service,Low Tech,Autonomie,National,Soignants,B2B,Autre,1993/10/04,,73.20Z,PME,Société par actions simplifiée,IMMEUBLE LE CASSIOPEE 7 PL COPERNIC 91000 EVRY-COURCOURONNES,91,France,No,https://petrarque.org/
Movadom,810438325,"Accompagnement au déménagement pour les seniors, facilitant la transition vers un nouveau logement en offrant une aide logistique, organisationnelle et des conseils sur la gestion des biens.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,"B2B2C, B2C",Autre,2015/03/05,,49.42Z,PME,Société par actions simplifiée,1 CITE MICHELIN 95240 CORMEILLES-EN-PARISIS,95,France,No,https://www.movadom.com/
Medikor,918606146,Plateforme spécialisée facilitant la mise en relation entre recruteurs et candidats dans le secteur de la santé et du médico-social.,Service humain,Service,Low Tech,Vie pratique,National,Proches,B2B,Commission,2022/08/19,,63.12Z,PME,Entrepreneur individuel,134 ROUTE DE MAROMME 76130 MONT-SAINT-AIGNAN,76,France,No,https://medikor.net/
Les carottes sauvages,878840198,"Création de jardins potagers esthétiques et productifs utilisant des techniques de permaculture, animation d'ateliers pédagogiques et thérapeutiques pour les résidents en maisons de retraite et établissements de santé, et entretien des potagers pour assurer une production optimale.",Service humain,Service,Low Tech,Lifestyle,National,EMS,B2B,Autre,2019/11/07,,88.10B,PME,Société par actions simplifiée,9 SEN DES BUATS 92190 MEUDON,92,France,No,https://www.carottessauvages.fr/
Mon Emile,877894550,Accompagnement au quotidien pour aider les personnes âgées à maintenir des liens familiaux et à redonner du sens à leur vie tout en les accompagnant vers une seconde jeunesse.,Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Autre,2019/09/21,,88.10A,PME,Société par actions simplifiée,15 RUE LOUIS MAUREL 13006 MARSEILLE 6,13,France,No,https://monemile.fr/
Les superactifs,917803025,"Un service permet aux jeunes retraités d'offrir des prestations variées aux particuliers, telles que l'entretien de la maison, le jardinage, le soutien scolaire et l'aide à un proche âgé.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Commission,2022/07/20,,63.12Z,PME,Société par actions simplifiée,3 RUE LAFOND 35700 RENNES,35,France,No,https://www.lessuperactifs.fr/
Gaston Immo,951197540,"Service de gestion et de location meublée permettant de valoriser des biens immobiliers vacants grâce à un plan de financement sur mesure, incluant financement, rénovation, ameublement et gestion locative.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Commission,2023/04/03,,68.31Z,,Société par actions simplifiée,213 RUE SAINT-MAUR 75010 PARIS,75,France,No,https://gaston-immo.com/
Zen seniors service,534407135,"Services d’aide à domicile pour les personnes âgées ou en situation de handicap, incluant assistance personnelle, ménage, courses, préparation des repas et jardinage, avec un accompagnement personnalisé pour favoriser leur autonomie et bien-être.",Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2C,Autre,2011/08/23,,81.21Z,PME,Société à responsabilité limitée (SARL),10 B RUE JEAN-JACQUES ROUSSEAU 91350 GRIGNY,91,France,No,https://www.zen-seniors-services.fr/
La Solution Senior,905293239,Plateforme d’intermédiation et de valorisation des services de soutien à domicile et de maintien/renforcement du lien social pour les seniors vivant chez eux.,Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,"B2B2C, B2C",Autre,2021/07/17,,94.99Z,,Association loi 1901 ou assimilé,12 ALLEE DES PETITS PAINS 95800 CERGY,95,France,No,lasolutionsenior.com
Oma & Opa,981805955,"Traiteur spécialisé mobilisant des retraités passionnés pour concocter des buffets ou plateaux repas destinés aux entreprises, valorisant ainsi les savoir-faire culinaires des jeunes retraités tout en renforçant les liens sociaux.",Service humain,Service,Low Tech,Lifestyle,,Entreprises,B2B,Pay to play,2023/11/14,,56.21Z,,Société par actions simplifiée,18 RUE LUCIEN SAMPAIX 75010 PARIS,75,France,No,https://www.omaopa.fr/
Avi’Sé,452624604,"Service d'accompagnement et d'assistance dans le domaine de la santé, offrant des solutions aux professionnels et aux entreprises.",Service humain,Service,Low Tech,Santé,,EMS,B2B,Pay to play,2004/04/01,,86.90F,,Entrepreneur individuel,455 AVENUE DE GRIFFAILLES 01090 MONTMERLE-SUR-SAONE,01,France,No,https://www.linkedin.com/company/avi-s%C3%A9/
Arrago,910958164,Prêts viagers hypothécaires destinés aux personnes de 60 ans et plus n'ayant plus accès au crédit bancaire traditionnel.,Service humain,Service,Low Tech,Finances,National,Bénéficiaires,"B2B, B2B2C, B2C",Commission,2022/02/28,,66.19B,PME,Société par actions simplifiée,108 BOULEVARD SAINT-GERMAIN 75006 PARIS,75,France,No,www.arrago.fr
Seniorevad,529283798,Agence de voyages dédiée aux voyages en groupe pour les seniors actifs.,Service humain,Service,Low Tech,Lifestyle,National,Bénéficiaires,B2C,Pay to play,2011/01/01,,79.12Z,PME,Société à responsabilité limitée (SARL),CHEZ MR ALEXANDRE ISRAEL 51 RUE MANIN 75019 PARIS,75,France,No,https://www.seniorevad.fr
Neosilver,844883389,"Activités de prévention et de bien-être pour les seniors dans les établissements spécialisés, les communes et via les complémentaires retraite, en collaboration avec des intervenants professionnels.",Service humain,Service,Low Tech,Lifestyle,National,Bénéficiaires,"B2B, B2B2C",Pay to play,2018/12/24,,62.01Z,PME,Société par actions simplifiée,61 RUE DE LYON 75012 PARIS,75,France,No,https://www.neosilver.fr/
Emilie Care,821932894,"Services d’aide à domicile pour les personnes âgées ou en situation de dépendance, incluant assistance au quotidien, aide aux repas et accompagnement administratif pour favoriser le maintien à domicile en toute sérénité.",Service humain,Service,Low Tech,Vie pratique,Local,Proches,B2B2C,Pay to play,2015/03/02,,86.90D,PME,Entrepreneur individuel,LES TERRASSES D ALLAUCH BAT A 120 AVENUE GENERAL DE GAULLE 13190 ALLAUCH,13,France,No,https://www.emiliecare.fr
Elden,843349812,"Accompagnement des seniors dans leur transition vers une résidence services avec un service clé en main incluant la sélection du logement, l'organisation du déménagement et la vente de l'ancien bien, visant à offrir une installation sereine et adaptée aux besoins des retraités.",Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2C,Pay to play,2018/11/01,,68.31Z,PME,Société à responsabilité limitée (SARL),14 RUE CECILE BRUNSCHVICG 44000 NANTES,44,France,No,https://www.elden-immobilier.com/
Atchoum,831044763,Solution de mobilité en milieu rural facilitant la mise en relation entre passagers et conducteurs via une plateforme et un centre d'appel téléphonique.,Service humain,Service,Low Tech,Vie pratique,Local,Bénéficiaires,B2B2C,Abonnement,2017/07/01,,63.11Z,PME,Société par actions simplifiée,36 ROUTE DE TOULON 83136 MEOUNES-LES-MONTRIEUX,83,France,No,https://www.atchoum.eu
ALIM50+,817502347,"Association multi-métiers et multidisciplinaire dédiée à l'exploration et à l'imagination du secteur alimentaire pour les personnes de plus de 50 ans, offrant accompagnement et assistance à travers toute la chaîne de valeurs.",Service humain,Service,Low Tech,Communication,National,Entreprises,B2B,Abonnement,2004/04/05,,94.99Z,,Association loi 1901 ou assimilé,M. GUILLON FRANCOIS 5 PLACE HOCHE 78000 VERSAILLES,78,France,No,https://www.alim50plus.org
Akte Services,501907836,Atelier de solutions culinaires innovantes et sur mesure.,Service humain,Service,Low Tech,Lifestyle,Local,EMS,B2B,Abonnement,2008/02/01,,56.29B,PME,Société à responsabilité limitée (SARL),395 RUE DU TRIDENT 34740 VENDARGUES,34,France,No,https://www.akte-restauration.com
Adaptia,837564848,Expertise des ergothérapeutes pour adapter les logements.,Service humain,Service,Low Tech,Autonomie,Local,Bénéficiaires,B2B2C,Pay to play,2018/02/20,,70.22Z,PME,Société par actions simplifiée,3 RUE DENIS PAPIN 92700 COLOMBES,92,France,No,https://www.adaptia.fr
Wimoov,422136143,Accompagnement de projets existants ou création de solutions dédiées sur les territoires.,Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2B2C,Abonnement,1999/03/10,,96.09Z,PME,Association loi 1901 ou assimilé,RDC GAUCHE 6 RUE DE L'ASILE POPINCOURT 75011 PARIS,75,France,No,https://www.wimoov.org
SilverZen,812784528,Des conducteurs de qualité sont fournis pour aider les personnes âgées à se rendre à leurs activités quotidiennes.,Service humain,Service,Low Tech,Vie pratique,National,Bénéficiaires,B2B2C,Pay to play,2015/08/01,,81.21Z,PME,Société à responsabilité limitée (SARL),BATIMENT 24 AV DE L'EUROPE LA MARINA 5 97118 SAINT-FRANCOIS,97,France,No,https://silverzen.fr/
